,Date,High,Low,Open,Close,Volume,Adj Close,symbol
0,2003-09-03,3375.0,3025.0,3075.0,3375.0,8632500.0,2105.207763671875,UNVR
1,2003-09-04,3750.0,3375.0,3450.0,3425.0,16570000.0,2136.39697265625,UNVR
2,2003-09-05,3500.0,3400.0,3425.0,3450.0,4811000.0,2151.98974609375,UNVR
3,2003-09-08,3450.0,3325.0,3450.0,3400.0,3601500.0,2120.802001953125,UNVR
4,2003-09-09,3400.0,3300.0,3400.0,3325.0,2815000.0,2074.019775390625,UNVR
5,2003-09-10,3300.0,3200.0,3300.0,3200.0,2838000.0,1996.0489501953125,UNVR
6,2003-09-11,3225.0,3200.0,3200.0,3200.0,1417500.0,1996.0489501953125,UNVR
7,2003-09-12,3350.0,3225.0,3225.0,3300.0,3078500.0,2058.425537109375,UNVR
8,2003-09-15,3325.0,3225.0,3300.0,3250.0,1827500.0,2027.2371826171875,UNVR
9,2003-09-16,3325.0,3275.0,3275.0,3325.0,1741000.0,2074.019775390625,UNVR
10,2003-09-17,3350.0,3300.0,3350.0,3325.0,1778000.0,2074.019775390625,UNVR
11,2003-09-18,3300.0,3275.0,3300.0,3300.0,1015000.0,2058.425537109375,UNVR
12,2003-09-19,3300.0,3300.0,3300.0,3300.0,357500.0,2058.425537109375,UNVR
13,2003-09-23,3325.0,3275.0,3300.0,3300.0,1448500.0,2058.425537109375,UNVR
14,2003-09-24,3325.0,3325.0,3325.0,3325.0,1020000.0,2074.019775390625,UNVR
15,2003-09-25,3400.0,3325.0,3325.0,3350.0,2710500.0,2089.614013671875,UNVR
16,2003-09-26,3350.0,3300.0,3350.0,3325.0,1820500.0,2074.019775390625,UNVR
17,2003-09-29,3325.0,3275.0,3325.0,3300.0,442500.0,2058.425537109375,UNVR
18,2003-09-30,3375.0,3325.0,3325.0,3350.0,2839500.0,2089.614013671875,UNVR
19,2003-10-01,3375.0,3325.0,3350.0,3325.0,468000.0,2074.019775390625,UNVR
