,Date,Close,warna,ML,symbol
338,2005-02-02,3550.0,red,MA,UNVR
339,2005-02-03,3575.0,red,MA,UNVR
340,2005-02-04,3600.0,red,MA,UNVR
341,2005-02-07,3575.0,red,MA,UNVR
342,2005-02-08,3550.0,red,MA,UNVR
343,2005-02-11,3525.0,red,MA,UNVR
344,2005-02-14,3550.0,red,MA,UNVR
345,2005-02-15,3600.0,red,MA,UNVR
346,2005-02-16,3575.0,red,MA,UNVR
347,2005-02-17,3550.0,red,MA,UNVR
348,2005-02-18,3575.0,red,MA,UNVR
349,2005-02-21,3575.0,red,MA,UNVR
350,2005-02-22,3575.0,red,MA,UNVR
351,2005-02-23,3575.0,red,MA,UNVR
352,2005-02-24,3575.0,red,MA,UNVR
353,2005-02-25,3500.0,red,MA,UNVR
354,2005-02-28,3550.0,red,MA,UNVR
355,2005-03-01,3650.0,red,MA,UNVR
356,2005-03-02,3600.0,red,MA,UNVR
357,2005-03-03,3650.0,red,MA,UNVR
358,2005-03-04,3650.0,red,MA,UNVR
359,2005-03-07,3675.0,red,MA,UNVR
360,2005-03-08,3700.0,red,MA,UNVR
361,2005-03-09,3675.0,red,MA,UNVR
362,2005-03-10,3625.0,red,MA,UNVR
363,2005-03-14,3650.0,red,MA,UNVR
364,2005-03-15,3650.0,red,MA,UNVR
365,2005-03-16,3650.0,red,MA,UNVR
366,2005-03-17,3650.0,red,MA,UNVR
367,2005-03-18,3825.0,red,MA,UNVR
368,2005-03-21,3850.0,red,MA,UNVR
369,2005-03-22,3900.0,red,MA,UNVR
370,2005-03-23,3850.0,red,MA,UNVR
371,2005-03-24,3775.0,red,MA,UNVR
372,2005-03-28,3725.0,red,MA,UNVR
373,2005-03-29,3650.0,red,MA,UNVR
374,2005-03-30,3675.0,red,MA,UNVR
375,2005-03-31,3825.0,red,MA,UNVR
376,2005-04-01,3825.0,red,MA,UNVR
377,2005-04-04,3825.0,red,MA,UNVR
378,2005-04-05,3800.0,red,MA,UNVR
379,2005-04-06,3800.0,red,MA,UNVR
380,2005-04-07,3850.0,red,MA,UNVR
381,2005-04-08,3825.0,red,MA,UNVR
382,2005-04-11,3800.0,red,MA,UNVR
383,2005-04-12,3875.0,red,MA,UNVR
384,2005-04-13,3900.0,red,MA,UNVR
385,2005-04-14,3825.0,red,MA,UNVR
386,2005-04-15,3800.0,red,MA,UNVR
387,2005-04-18,3650.0,red,MA,UNVR
388,2005-04-19,3675.0,red,MA,UNVR
389,2005-04-20,3675.0,red,MA,UNVR
390,2005-04-21,3625.0,red,MA,UNVR
391,2005-04-25,3650.0,red,MA,UNVR
392,2005-04-26,3650.0,red,MA,UNVR
393,2005-04-27,3650.0,red,MA,UNVR
394,2005-04-28,3700.0,red,MA,UNVR
395,2005-04-29,3750.0,red,MA,UNVR
396,2005-05-02,3725.0,red,MA,UNVR
397,2005-05-03,3850.0,red,MA,UNVR
398,2005-05-04,3825.0,red,MA,UNVR
399,2005-05-06,3775.0,red,MA,UNVR
400,2005-05-09,3725.0,red,MA,UNVR
401,2005-05-10,3700.0,red,MA,UNVR
402,2005-05-11,3650.0,red,MA,UNVR
403,2005-05-12,3650.0,red,MA,UNVR
404,2005-05-13,3700.0,red,MA,UNVR
405,2005-05-16,3675.0,red,MA,UNVR
406,2005-05-17,3725.0,red,MA,UNVR
407,2005-05-18,3725.0,red,MA,UNVR
408,2005-05-19,3725.0,red,MA,UNVR
409,2005-05-20,3725.0,red,MA,UNVR
410,2005-05-23,3700.0,red,MA,UNVR
411,2005-05-25,3800.0,red,MA,UNVR
412,2005-05-26,3800.0,red,MA,UNVR
413,2005-05-27,3825.0,red,MA,UNVR
414,2005-05-30,3825.0,red,MA,UNVR
415,2005-05-31,4575.0,red,MA,UNVR
416,2005-06-01,4000.0,red,MA,UNVR
417,2005-06-02,4025.0,red,MA,UNVR
418,2005-06-03,4125.0,red,MA,UNVR
419,2005-06-06,4100.0,red,MA,UNVR
420,2005-06-07,4075.0,red,MA,UNVR
421,2005-06-08,4150.0,red,MA,UNVR
422,2005-06-09,4100.0,red,MA,UNVR
423,2005-06-10,4125.0,red,MA,UNVR
424,2005-06-13,4075.0,red,MA,UNVR
425,2005-06-14,4100.0,red,MA,UNVR
426,2005-06-15,4075.0,red,MA,UNVR
427,2005-06-16,4075.0,red,MA,UNVR
428,2005-06-17,4150.0,red,MA,UNVR
429,2005-06-20,4100.0,red,MA,UNVR
430,2005-06-21,4075.0,red,MA,UNVR
431,2005-06-22,4075.0,red,MA,UNVR
432,2005-06-23,4150.0,red,MA,UNVR
433,2005-06-24,4125.0,red,MA,UNVR
434,2005-06-27,4075.0,red,MA,UNVR
435,2005-06-28,4100.0,red,MA,UNVR
436,2005-06-29,4100.0,red,MA,UNVR
437,2005-06-30,4075.0,red,MA,UNVR
438,2005-07-01,4100.0,red,MA,UNVR
439,2005-07-04,4200.0,red,MA,UNVR
440,2005-07-05,4275.0,red,MA,UNVR
441,2005-07-06,4125.0,red,MA,UNVR
442,2005-07-07,4200.0,red,MA,UNVR
443,2005-07-08,4200.0,red,MA,UNVR
444,2005-07-11,4150.0,red,MA,UNVR
445,2005-07-12,4125.0,red,MA,UNVR
446,2005-07-13,4125.0,red,MA,UNVR
447,2005-07-14,4100.0,red,MA,UNVR
448,2005-07-15,4100.0,red,MA,UNVR
449,2005-07-18,4175.0,red,MA,UNVR
450,2005-07-19,4125.0,red,MA,UNVR
451,2005-07-20,4150.0,red,MA,UNVR
452,2005-07-21,4200.0,red,MA,UNVR
453,2005-07-22,4275.0,red,MA,UNVR
454,2005-07-25,4300.0,red,MA,UNVR
455,2005-07-26,4400.0,red,MA,UNVR
456,2005-07-27,4350.0,red,MA,UNVR
457,2005-07-28,4475.0,red,MA,UNVR
458,2005-07-29,4350.0,red,MA,UNVR
459,2005-08-01,4500.0,red,MA,UNVR
460,2005-08-02,4600.0,red,MA,UNVR
461,2005-08-03,4675.0,red,MA,UNVR
462,2005-08-04,4550.0,red,MA,UNVR
463,2005-08-05,4400.0,red,MA,UNVR
464,2005-08-08,4300.0,red,MA,UNVR
465,2005-08-09,4325.0,red,MA,UNVR
466,2005-08-10,4375.0,red,MA,UNVR
467,2005-08-11,4400.0,red,MA,UNVR
468,2005-08-12,4500.0,red,MA,UNVR
469,2005-08-15,4325.0,red,MA,UNVR
470,2005-08-16,4250.0,red,MA,UNVR
471,2005-08-18,4250.0,red,MA,UNVR
472,2005-08-19,4450.0,red,MA,UNVR
473,2005-08-22,4425.0,red,MA,UNVR
474,2005-08-23,4500.0,red,MA,UNVR
475,2005-08-24,4450.0,red,MA,UNVR
476,2005-08-25,4525.0,red,MA,UNVR
477,2005-08-26,4400.0,red,MA,UNVR
478,2005-08-29,4425.0,red,MA,UNVR
479,2005-08-30,4325.0,red,MA,UNVR
480,2005-08-31,4225.0,red,MA,UNVR
481,2005-09-01,4175.0,red,MA,UNVR
482,2005-09-05,4075.0,red,MA,UNVR
483,2005-09-06,4050.0,red,MA,UNVR
484,2005-09-07,4050.0,red,MA,UNVR
485,2005-09-08,4125.0,red,MA,UNVR
486,2005-09-09,4125.0,red,MA,UNVR
487,2005-09-12,4100.0,red,MA,UNVR
488,2005-09-13,4050.0,red,MA,UNVR
489,2005-09-14,3825.0,red,MA,UNVR
490,2005-09-15,3800.0,red,MA,UNVR
491,2005-09-16,3900.0,red,MA,UNVR
492,2005-09-19,4000.0,red,MA,UNVR
493,2005-09-20,4000.0,red,MA,UNVR
494,2005-09-21,3950.0,red,MA,UNVR
495,2005-09-22,3900.0,red,MA,UNVR
496,2005-09-23,3875.0,red,MA,UNVR
497,2005-09-26,4025.0,red,MA,UNVR
498,2005-09-27,4050.0,red,MA,UNVR
499,2005-09-28,4050.0,red,MA,UNVR
500,2005-09-29,4050.0,red,MA,UNVR
501,2005-09-30,4075.0,red,MA,UNVR
502,2005-10-03,4200.0,red,MA,UNVR
503,2005-10-04,4375.0,red,MA,UNVR
504,2005-10-05,4300.0,red,MA,UNVR
505,2005-10-06,4450.0,red,MA,UNVR
506,2005-10-07,4625.0,red,MA,UNVR
507,2005-10-10,4675.0,red,MA,UNVR
508,2005-10-11,4600.0,red,MA,UNVR
509,2005-10-12,4625.0,red,MA,UNVR
510,2005-10-13,4600.0,red,MA,UNVR
511,2005-10-14,4575.0,red,MA,UNVR
512,2005-10-17,4450.0,red,MA,UNVR
513,2005-10-18,4350.0,red,MA,UNVR
514,2005-10-19,4300.0,red,MA,UNVR
515,2005-10-20,4175.0,red,MA,UNVR
516,2005-10-21,4175.0,red,MA,UNVR
517,2005-10-24,4125.0,red,MA,UNVR
518,2005-10-25,4100.0,red,MA,UNVR
519,2005-10-26,4275.0,red,MA,UNVR
520,2005-10-27,4275.0,red,MA,UNVR
521,2005-10-28,4250.0,red,MA,UNVR
522,2005-10-31,4375.0,red,MA,UNVR
523,2005-11-01,4350.0,red,MA,UNVR
524,2005-11-09,4600.0,red,MA,UNVR
525,2005-11-10,4575.0,red,MA,UNVR
526,2005-11-11,4450.0,red,MA,UNVR
527,2005-11-14,4250.0,red,MA,UNVR
528,2005-11-15,4200.0,red,MA,UNVR
529,2005-11-16,4300.0,red,MA,UNVR
530,2005-11-17,4225.0,red,MA,UNVR
531,2005-11-18,4375.0,red,MA,UNVR
532,2005-11-21,4400.0,red,MA,UNVR
533,2005-11-22,4400.0,red,MA,UNVR
534,2005-11-23,4250.0,red,MA,UNVR
535,2005-11-24,4300.0,red,MA,UNVR
536,2005-11-25,4300.0,red,MA,UNVR
537,2005-11-28,4300.0,red,MA,UNVR
538,2005-11-29,4400.0,red,MA,UNVR
539,2005-11-30,4325.0,red,MA,UNVR
540,2005-12-01,4300.0,red,MA,UNVR
541,2005-12-02,4450.0,red,MA,UNVR
542,2005-12-05,4375.0,red,MA,UNVR
543,2005-12-06,4450.0,red,MA,UNVR
544,2005-12-07,4450.0,red,MA,UNVR
545,2005-12-08,4450.0,red,MA,UNVR
546,2005-12-09,4375.0,red,MA,UNVR
547,2005-12-12,4300.0,red,MA,UNVR
548,2005-12-13,4275.0,red,MA,UNVR
549,2005-12-14,4325.0,red,MA,UNVR
550,2005-12-15,4325.0,red,MA,UNVR
551,2005-12-16,4275.0,red,MA,UNVR
552,2005-12-19,4275.0,red,MA,UNVR
553,2005-12-20,4275.0,red,MA,UNVR
554,2005-12-21,4250.0,red,MA,UNVR
555,2005-12-22,4275.0,red,MA,UNVR
556,2005-12-23,4250.0,red,MA,UNVR
557,2005-12-27,4200.0,red,MA,UNVR
558,2005-12-28,4250.0,red,MA,UNVR
559,2005-12-29,4275.0,red,MA,UNVR
560,2006-01-02,4300.0,red,MA,UNVR
561,2006-01-03,4325.0,red,MA,UNVR
562,2006-01-04,4375.0,red,MA,UNVR
563,2006-01-05,4350.0,red,MA,UNVR
564,2006-01-06,4400.0,red,MA,UNVR
565,2006-01-09,4425.0,red,MA,UNVR
566,2006-01-11,4425.0,red,MA,UNVR
567,2006-01-12,4375.0,red,MA,UNVR
568,2006-01-13,4400.0,red,MA,UNVR
569,2006-01-16,4375.0,red,MA,UNVR
570,2006-01-17,4275.0,red,MA,UNVR
571,2006-01-18,4225.0,red,MA,UNVR
572,2006-01-19,4300.0,red,MA,UNVR
573,2006-01-20,4275.0,red,MA,UNVR
574,2006-01-23,4300.0,red,MA,UNVR
575,2006-01-24,4400.0,red,MA,UNVR
576,2006-01-25,4400.0,red,MA,UNVR
577,2006-01-26,4375.0,red,MA,UNVR
578,2006-01-27,4350.0,red,MA,UNVR
579,2006-01-30,4300.0,red,MA,UNVR
580,2006-02-01,4300.0,red,MA,UNVR
