,Date,Close,warna,ML,symbol
79,2006-02-06,751.7789916992188,red,LR,ANTM
80,2006-02-07,768.5789794921875,red,LR,ANTM
81,2006-02-08,726.5800170898438,red,LR,ANTM
82,2006-02-09,739.1799926757812,red,LR,ANTM
83,2006-02-10,743.3800048828125,red,LR,ANTM
84,2006-02-13,726.5800170898438,red,LR,ANTM
85,2006-02-14,709.780029296875,red,LR,ANTM
86,2006-02-15,718.1799926757812,red,LR,ANTM
87,2006-02-16,697.1810302734375,red,LR,ANTM
88,2006-02-17,650.9819946289062,red,LR,ANTM
89,2006-02-20,642.5819702148438,red,LR,ANTM
90,2006-02-21,642.5819702148438,red,LR,ANTM
91,2006-02-22,655.1820068359375,red,LR,ANTM
92,2006-02-23,671.9819946289062,red,LR,ANTM
93,2006-02-24,671.9819946289062,red,LR,ANTM
94,2006-02-27,684.5809936523438,red,LR,ANTM
95,2006-02-28,676.1810302734375,red,LR,ANTM
96,2006-03-01,680.3809814453125,red,LR,ANTM
97,2006-03-02,722.3800048828125,red,LR,ANTM
98,2006-03-03,739.1799926757812,red,LR,ANTM
99,2006-03-06,680.3809814453125,red,LR,ANTM
100,2006-03-07,713.97998046875,red,LR,ANTM
101,2006-03-08,701.3809814453125,red,LR,ANTM
102,2006-03-09,713.97998046875,red,LR,ANTM
103,2006-03-10,722.3800048828125,red,LR,ANTM
104,2006-03-13,722.3800048828125,red,LR,ANTM
105,2006-03-14,713.97998046875,red,LR,ANTM
106,2006-03-15,713.97998046875,red,LR,ANTM
107,2006-03-16,730.780029296875,red,LR,ANTM
108,2006-03-17,722.3800048828125,red,LR,ANTM
109,2006-03-20,726.5800170898438,red,LR,ANTM
110,2006-03-21,722.3800048828125,red,LR,ANTM
111,2006-03-22,730.780029296875,red,LR,ANTM
112,2006-03-23,726.5800170898438,red,LR,ANTM
113,2006-03-24,726.5800170898438,red,LR,ANTM
114,2006-03-27,734.97998046875,red,LR,ANTM
115,2006-03-28,734.97998046875,red,LR,ANTM
116,2006-03-29,730.780029296875,red,LR,ANTM
117,2006-04-03,739.1799926757812,red,LR,ANTM
118,2006-04-04,755.97900390625,red,LR,ANTM
119,2006-04-05,789.5780029296875,red,LR,ANTM
120,2006-04-06,802.177978515625,red,LR,ANTM
121,2006-04-07,806.3779907226562,red,LR,ANTM
122,2006-04-11,823.177001953125,red,LR,ANTM
123,2006-04-12,839.9769897460938,red,LR,ANTM
124,2006-04-13,831.5770263671875,red,LR,ANTM
125,2006-04-17,835.7769775390625,red,LR,ANTM
126,2006-04-18,915.5750122070312,red,LR,ANTM
127,2006-04-19,957.573974609375,red,LR,ANTM
128,2006-04-20,974.3729858398438,red,LR,ANTM
129,2006-04-21,957.573974609375,red,LR,ANTM
130,2006-04-24,974.3729858398438,red,LR,ANTM
131,2006-04-25,982.7730102539062,red,LR,ANTM
132,2006-04-26,1007.969970703125,red,LR,ANTM
133,2006-04-27,1016.3699951171876,red,LR,ANTM
134,2006-04-28,965.9730224609376,red,LR,ANTM
135,2006-05-01,991.1729736328124,red,LR,ANTM
136,2006-05-02,957.573974609375,red,LR,ANTM
137,2006-05-03,974.3729858398438,red,LR,ANTM
138,2006-05-04,957.573974609375,red,LR,ANTM
139,2006-05-08,932.3740234375,red,LR,ANTM
140,2006-05-09,907.1749877929688,red,LR,ANTM
141,2006-05-10,932.3740234375,red,LR,ANTM
142,2006-05-11,949.1740112304688,red,LR,ANTM
143,2006-05-12,940.7739868164062,red,LR,ANTM
144,2006-05-15,839.9769897460938,red,LR,ANTM
145,2006-05-16,839.9769897460938,red,LR,ANTM
146,2006-05-17,881.9760131835938,red,LR,ANTM
147,2006-05-22,667.781982421875,red,LR,ANTM
148,2006-05-23,671.9819946289062,red,LR,ANTM
149,2006-05-24,684.5809936523438,red,LR,ANTM
150,2006-05-30,768.5789794921875,red,LR,ANTM
151,2006-05-31,747.5789794921875,red,LR,ANTM
152,2006-06-01,709.780029296875,red,LR,ANTM
153,2006-06-02,713.97998046875,red,LR,ANTM
154,2006-06-05,722.3800048828125,red,LR,ANTM
155,2006-06-06,697.1810302734375,red,LR,ANTM
156,2006-06-07,655.1820068359375,red,LR,ANTM
157,2006-06-08,625.7830200195312,red,LR,ANTM
158,2006-06-09,642.5819702148438,red,LR,ANTM
159,2006-06-12,642.5819702148438,red,LR,ANTM
160,2006-06-13,613.1829833984375,red,LR,ANTM
161,2006-06-14,617.3829956054688,red,LR,ANTM
162,2006-06-15,642.5819702148438,red,LR,ANTM
163,2006-06-16,697.1810302734375,red,LR,ANTM
164,2006-06-19,705.5809936523438,red,LR,ANTM
165,2006-06-20,701.3809814453125,red,LR,ANTM
166,2006-06-21,684.5809936523438,red,LR,ANTM
167,2006-06-22,692.9810180664062,red,LR,ANTM
168,2006-06-23,688.781005859375,red,LR,ANTM
169,2006-06-26,697.1810302734375,red,LR,ANTM
170,2006-06-27,734.97998046875,red,LR,ANTM
171,2006-06-28,760.1790161132812,red,LR,ANTM
172,2006-06-29,764.3790283203125,red,LR,ANTM
173,2006-06-30,776.97900390625,red,LR,ANTM
174,2006-07-03,789.5780029296875,red,LR,ANTM
175,2006-07-04,835.7769775390625,red,LR,ANTM
176,2006-07-05,831.5770263671875,red,LR,ANTM
177,2006-07-06,755.97900390625,red,LR,ANTM
178,2006-07-07,747.5789794921875,red,LR,ANTM
179,2006-07-10,776.97900390625,red,LR,ANTM
180,2006-07-11,785.3779907226562,red,LR,ANTM
181,2006-07-12,772.7789916992188,red,LR,ANTM
182,2006-07-13,768.5789794921875,red,LR,ANTM
183,2006-07-14,764.3790283203125,red,LR,ANTM
184,2006-07-17,751.7789916992188,red,LR,ANTM
185,2006-07-18,751.7789916992188,red,LR,ANTM
186,2006-07-20,768.5789794921875,red,LR,ANTM
187,2006-07-21,751.7789916992188,red,LR,ANTM
188,2006-07-24,781.177978515625,red,LR,ANTM
189,2006-07-25,797.97802734375,red,LR,ANTM
190,2006-07-28,856.7760009765625,red,LR,ANTM
191,2006-07-31,873.5759887695312,red,LR,ANTM
192,2006-08-01,873.5759887695312,red,LR,ANTM
193,2006-08-02,873.5759887695312,red,LR,ANTM
194,2006-08-03,856.7760009765625,red,LR,ANTM
195,2006-08-04,848.3770141601562,red,LR,ANTM
196,2006-08-07,865.176025390625,red,LR,ANTM
197,2006-08-08,873.5759887695312,red,LR,ANTM
198,2006-08-09,865.176025390625,red,LR,ANTM
199,2006-08-10,856.7760009765625,red,LR,ANTM
200,2006-08-11,873.5759887695312,red,LR,ANTM
201,2006-08-14,898.7750244140625,red,LR,ANTM
202,2006-08-15,907.1749877929688,red,LR,ANTM
203,2006-08-16,898.7750244140625,red,LR,ANTM
204,2006-08-22,991.1729736328124,red,LR,ANTM
205,2006-08-23,974.3729858398438,red,LR,ANTM
206,2006-08-24,932.3740234375,red,LR,ANTM
207,2006-08-25,940.7739868164062,red,LR,ANTM
208,2006-08-28,923.9749755859376,red,LR,ANTM
209,2006-08-29,949.1740112304688,red,LR,ANTM
210,2006-08-30,940.7739868164062,red,LR,ANTM
211,2006-08-31,907.1749877929688,red,LR,ANTM
212,2006-09-01,907.1749877929688,red,LR,ANTM
213,2006-09-04,923.9749755859376,red,LR,ANTM
214,2006-09-05,923.9749755859376,red,LR,ANTM
215,2006-09-06,957.573974609375,red,LR,ANTM
216,2006-09-07,965.9730224609376,red,LR,ANTM
217,2006-09-08,957.573974609375,red,LR,ANTM
218,2006-09-11,907.1749877929688,red,LR,ANTM
219,2006-09-12,873.5759887695312,red,LR,ANTM
220,2006-09-13,873.5759887695312,red,LR,ANTM
221,2006-09-14,898.7750244140625,red,LR,ANTM
222,2006-09-15,898.7750244140625,red,LR,ANTM
223,2006-09-19,873.5759887695312,red,LR,ANTM
224,2006-09-20,907.1749877929688,red,LR,ANTM
225,2006-09-21,907.1749877929688,red,LR,ANTM
226,2006-09-22,915.5750122070312,red,LR,ANTM
227,2006-09-25,907.1749877929688,red,LR,ANTM
228,2006-09-26,907.1749877929688,red,LR,ANTM
229,2006-09-27,915.5750122070312,red,LR,ANTM
230,2006-09-28,923.9749755859376,red,LR,ANTM
231,2006-09-29,923.9749755859376,red,LR,ANTM
232,2006-10-02,915.5750122070312,red,LR,ANTM
233,2006-10-03,940.7739868164062,red,LR,ANTM
234,2006-10-04,923.9749755859376,red,LR,ANTM
235,2006-10-05,923.9749755859376,red,LR,ANTM
236,2006-10-06,923.9749755859376,red,LR,ANTM
237,2006-10-09,923.9749755859376,red,LR,ANTM
238,2006-10-10,957.573974609375,red,LR,ANTM
239,2006-10-11,957.573974609375,red,LR,ANTM
240,2006-10-12,949.1740112304688,red,LR,ANTM
241,2006-10-13,965.9730224609376,red,LR,ANTM
242,2006-10-16,999.572021484375,red,LR,ANTM
243,2006-10-17,1033.1700439453123,red,LR,ANTM
244,2006-10-18,1007.969970703125,red,LR,ANTM
245,2006-10-19,1024.77001953125,red,LR,ANTM
246,2006-10-20,1033.1700439453123,red,LR,ANTM
247,2006-10-30,1175.969970703125,red,LR,ANTM
248,2006-10-31,1167.5699462890625,red,LR,ANTM
249,2006-11-01,1125.5699462890623,red,LR,ANTM
250,2006-11-02,1150.77001953125,red,LR,ANTM
251,2006-11-03,1175.969970703125,red,LR,ANTM
252,2006-11-06,1184.3699951171875,red,LR,ANTM
253,2006-11-07,1184.3699951171875,red,LR,ANTM
254,2006-11-08,1209.5699462890625,red,LR,ANTM
255,2006-11-09,1209.5699462890625,red,LR,ANTM
256,2006-11-10,1209.5699462890625,red,LR,ANTM
257,2006-11-13,1184.3699951171875,red,LR,ANTM
258,2006-11-14,1209.5699462890625,red,LR,ANTM
259,2006-11-15,1243.1700439453125,red,LR,ANTM
260,2006-11-16,1243.1700439453125,red,LR,ANTM
261,2006-11-17,1243.1700439453125,red,LR,ANTM
262,2006-11-20,1243.1700439453125,red,LR,ANTM
263,2006-11-21,1268.3599853515625,red,LR,ANTM
264,2006-11-22,1259.969970703125,red,LR,ANTM
265,2006-11-23,1251.5699462890625,red,LR,ANTM
266,2006-11-24,1293.56005859375,red,LR,ANTM
267,2006-11-29,1259.969970703125,red,LR,ANTM
268,2006-11-30,1268.3599853515625,red,LR,ANTM
269,2006-12-01,1268.3599853515625,red,LR,ANTM
270,2006-12-04,1268.3599853515625,red,LR,ANTM
271,2006-12-05,1327.1600341796875,red,LR,ANTM
272,2006-12-06,1360.760009765625,red,LR,ANTM
273,2006-12-07,1419.56005859375,red,LR,ANTM
274,2006-12-08,1369.1600341796875,red,LR,ANTM
275,2006-12-11,1394.3599853515625,red,LR,ANTM
276,2006-12-12,1377.56005859375,red,LR,ANTM
277,2006-12-13,1377.56005859375,red,LR,ANTM
278,2006-12-14,1352.3599853515625,red,LR,ANTM
279,2006-12-18,1360.760009765625,red,LR,ANTM
280,2006-12-19,1343.9599609375,red,LR,ANTM
281,2006-12-20,1360.760009765625,red,LR,ANTM
282,2006-12-21,1385.9599609375,red,LR,ANTM
283,2006-12-22,1360.760009765625,red,LR,ANTM
284,2006-12-26,1343.9599609375,red,LR,ANTM
285,2006-12-28,1360.760009765625,red,LR,ANTM
286,2006-12-29,1343.9599609375,red,LR,ANTM
287,2007-01-02,1360.760009765625,red,LR,ANTM
288,2007-01-03,1360.760009765625,red,LR,ANTM
289,2007-01-04,1310.3599853515625,red,LR,ANTM
290,2007-01-05,1327.1600341796875,red,LR,ANTM
291,2007-01-08,1318.760009765625,red,LR,ANTM
292,2007-01-09,1276.760009765625,red,LR,ANTM
293,2007-01-10,1175.969970703125,red,LR,ANTM
294,2007-01-11,1175.969970703125,red,LR,ANTM
295,2007-01-12,1175.969970703125,red,LR,ANTM
296,2007-01-15,1217.969970703125,red,LR,ANTM
297,2007-01-16,1251.5699462890625,red,LR,ANTM
298,2007-01-17,1259.969970703125,red,LR,ANTM
299,2007-01-19,1318.760009765625,red,LR,ANTM
300,2007-01-22,1352.3599853515625,red,LR,ANTM
301,2007-01-23,1360.760009765625,red,LR,ANTM
302,2007-01-24,1352.3599853515625,red,LR,ANTM
303,2007-01-25,1327.1600341796875,red,LR,ANTM
304,2007-01-26,1360.760009765625,red,LR,ANTM
305,2007-01-29,1335.56005859375,red,LR,ANTM
306,2007-01-30,1335.56005859375,red,LR,ANTM
307,2007-01-31,1310.3599853515625,red,LR,ANTM
308,2007-02-01,1310.3599853515625,red,LR,ANTM
309,2007-02-02,1310.3599853515625,red,LR,ANTM
310,2007-02-05,1301.9599609375,red,LR,ANTM
311,2007-02-06,1285.1600341796875,red,LR,ANTM
312,2007-02-07,1310.3599853515625,red,LR,ANTM
313,2007-02-08,1318.760009765625,red,LR,ANTM
314,2007-02-09,1285.1600341796875,red,LR,ANTM
315,2007-02-12,1301.9599609375,red,LR,ANTM
316,2007-02-13,1276.760009765625,red,LR,ANTM
317,2007-02-14,1310.3599853515625,red,LR,ANTM
318,2007-02-15,1478.3599853515625,red,LR,ANTM
319,2007-02-16,1461.56005859375,red,LR,ANTM
320,2007-02-19,1453.1600341796875,red,LR,ANTM
321,2007-02-20,1486.760009765625,red,LR,ANTM
322,2007-02-21,1562.3599853515625,red,LR,ANTM
323,2007-02-22,1553.9599609375,red,LR,ANTM
324,2007-02-23,1520.3599853515625,red,LR,ANTM
325,2007-02-26,1520.3599853515625,red,LR,ANTM
326,2007-02-27,1553.9599609375,red,LR,ANTM
327,2007-02-28,1528.760009765625,red,LR,ANTM
328,2007-03-01,1562.3599853515625,red,LR,ANTM
329,2007-03-02,1587.56005859375,red,LR,ANTM
330,2007-03-05,1486.760009765625,red,LR,ANTM
331,2007-03-06,1528.760009765625,red,LR,ANTM
332,2007-03-07,1545.56005859375,red,LR,ANTM
333,2007-03-08,1612.760009765625,red,LR,ANTM
334,2007-03-09,1612.760009765625,red,LR,ANTM
335,2007-03-12,1705.1500244140625,red,LR,ANTM
336,2007-03-13,1730.3499755859375,red,LR,ANTM
337,2007-03-14,1688.3499755859375,red,LR,ANTM
338,2007-03-15,1789.1500244140625,red,LR,ANTM
339,2007-03-16,1805.949951171875,red,LR,ANTM
340,2007-03-20,1898.3499755859373,red,LR,ANTM
341,2007-03-21,1864.75,red,LR,ANTM
342,2007-03-22,1931.949951171875,red,LR,ANTM
343,2007-03-23,1906.75,red,LR,ANTM
344,2007-03-26,1965.550048828125,red,LR,ANTM
345,2007-03-27,1973.949951171875,red,LR,ANTM
346,2007-03-28,1906.75,red,LR,ANTM
347,2007-03-29,1982.3499755859373,red,LR,ANTM
348,2007-03-30,1990.75,red,LR,ANTM
349,2007-04-02,2007.5400390625,red,LR,ANTM
350,2007-04-03,2133.5400390625,red,LR,ANTM
351,2007-04-04,2385.530029296875,red,LR,ANTM
352,2007-04-05,2326.739990234375,red,LR,ANTM
353,2007-04-09,2469.530029296875,red,LR,ANTM
354,2007-04-10,2553.530029296875,red,LR,ANTM
355,2007-04-11,2578.72998046875,red,LR,ANTM
356,2007-04-12,2536.72998046875,red,LR,ANTM
357,2007-04-13,2452.72998046875,red,LR,ANTM
358,2007-04-16,2595.530029296875,red,LR,ANTM
359,2007-04-17,2603.929931640625,red,LR,ANTM
360,2007-04-18,2545.1298828125,red,LR,ANTM
361,2007-04-19,2393.929931640625,red,LR,ANTM
362,2007-04-23,2570.330078125,red,LR,ANTM
363,2007-04-24,2553.530029296875,red,LR,ANTM
364,2007-04-25,2503.1298828125,red,LR,ANTM
365,2007-04-26,2662.72998046875,red,LR,ANTM
366,2007-04-27,2620.72998046875,red,LR,ANTM
367,2007-04-30,2620.72998046875,red,LR,ANTM
368,2007-05-01,2696.330078125,red,LR,ANTM
369,2007-05-02,2729.919921875,red,LR,ANTM
370,2007-05-03,2721.52001953125,red,LR,ANTM
371,2007-05-04,2713.1298828125,red,LR,ANTM
372,2007-05-07,2721.52001953125,red,LR,ANTM
373,2007-05-08,2704.72998046875,red,LR,ANTM
374,2007-05-09,2713.1298828125,red,LR,ANTM
375,2007-05-10,2713.1298828125,red,LR,ANTM
376,2007-05-11,2654.330078125,red,LR,ANTM
377,2007-05-14,2671.1298828125,red,LR,ANTM
378,2007-05-16,2671.1298828125,red,LR,ANTM
379,2007-05-21,2662.72998046875,red,LR,ANTM
380,2007-05-22,2654.330078125,red,LR,ANTM
381,2007-05-23,2645.929931640625,red,LR,ANTM
382,2007-05-24,2528.330078125,red,LR,ANTM
383,2007-05-25,2486.330078125,red,LR,ANTM
384,2007-05-28,2528.330078125,red,LR,ANTM
385,2007-05-29,2461.1298828125,red,LR,ANTM
386,2007-05-30,2435.929931640625,red,LR,ANTM
387,2007-06-04,2251.139892578125,red,LR,ANTM
388,2007-06-05,2083.139892578125,red,LR,ANTM
389,2007-06-06,2234.340087890625,red,LR,ANTM
390,2007-06-07,2183.93994140625,red,LR,ANTM
391,2007-06-08,2141.93994140625,red,LR,ANTM
392,2007-06-11,2217.5400390625,red,LR,ANTM
393,2007-06-12,2242.739990234375,red,LR,ANTM
394,2007-06-13,2192.340087890625,red,LR,ANTM
395,2007-06-14,2234.340087890625,red,LR,ANTM
396,2007-06-15,2276.340087890625,red,LR,ANTM
397,2007-06-18,2251.139892578125,red,LR,ANTM
398,2007-06-19,2217.5400390625,red,LR,ANTM
399,2007-06-20,2209.139892578125,red,LR,ANTM
400,2007-06-21,2209.139892578125,red,LR,ANTM
401,2007-06-22,2158.739990234375,red,LR,ANTM
402,2007-06-25,2175.5400390625,red,LR,ANTM
403,2007-06-26,2158.739990234375,red,LR,ANTM
404,2007-06-27,2133.5400390625,red,LR,ANTM
405,2007-06-28,2108.340087890625,red,LR,ANTM
406,2007-06-29,2108.340087890625,red,LR,ANTM
407,2007-07-02,2158.739990234375,red,LR,ANTM
408,2007-07-03,2133.5400390625,red,LR,ANTM
409,2007-07-04,2116.739990234375,red,LR,ANTM
410,2007-07-05,2167.139892578125,red,LR,ANTM
411,2007-07-06,2284.739990234375,red,LR,ANTM
412,2007-07-09,2301.5400390625,red,LR,ANTM
413,2007-07-10,2225.93994140625,red,LR,ANTM
414,2007-07-11,2225.93994140625,red,LR,ANTM
415,2007-07-12,2225.93994140625,red,LR,ANTM
416,2007-07-13,2225.93994140625,red,LR,ANTM
417,2007-07-16,2183.93994140625,red,LR,ANTM
418,2007-07-17,2183.93994140625,red,LR,ANTM
419,2007-07-18,2162.93994140625,red,LR,ANTM
420,2007-07-19,2267.93994140625,red,LR,ANTM
421,2007-07-20,2288.93994140625,red,LR,ANTM
422,2007-07-23,2414.929931640625,red,LR,ANTM
423,2007-07-24,2372.929931640625,red,LR,ANTM
424,2007-07-25,2330.93994140625,red,LR,ANTM
425,2007-07-26,2267.93994140625,red,LR,ANTM
426,2007-07-27,2204.93994140625,red,LR,ANTM
427,2007-07-30,2204.93994140625,red,LR,ANTM
428,2007-07-31,2267.93994140625,red,LR,ANTM
429,2007-08-01,2183.93994140625,red,LR,ANTM
430,2007-08-02,2183.93994140625,red,LR,ANTM
431,2007-08-03,2162.93994140625,red,LR,ANTM
432,2007-08-06,2015.93994140625,red,LR,ANTM
433,2007-08-07,2015.93994140625,red,LR,ANTM
434,2007-08-08,2162.93994140625,red,LR,ANTM
435,2007-08-09,2120.93994140625,red,LR,ANTM
436,2007-08-10,2078.93994140625,red,LR,ANTM
437,2007-08-14,2036.93994140625,red,LR,ANTM
438,2007-08-15,1763.949951171875,red,LR,ANTM
439,2007-08-16,1574.9599609375,red,LR,ANTM
440,2007-08-20,1839.550048828125,red,LR,ANTM
441,2007-08-21,1700.949951171875,red,LR,ANTM
442,2007-08-22,1805.949951171875,red,LR,ANTM
443,2007-08-23,1847.949951171875,red,LR,ANTM
444,2007-08-24,1826.949951171875,red,LR,ANTM
445,2007-08-27,1847.949951171875,red,LR,ANTM
446,2007-08-28,1889.949951171875,red,LR,ANTM
447,2007-08-29,1847.949951171875,red,LR,ANTM
448,2007-08-30,1868.949951171875,red,LR,ANTM
449,2007-08-31,1889.949951171875,red,LR,ANTM
450,2007-09-03,1868.949951171875,red,LR,ANTM
451,2007-09-04,1847.949951171875,red,LR,ANTM
452,2007-09-05,1847.949951171875,red,LR,ANTM
453,2007-09-06,1931.949951171875,red,LR,ANTM
454,2007-09-07,1994.949951171875,red,LR,ANTM
455,2007-09-10,1952.949951171875,red,LR,ANTM
456,2007-09-11,1973.949951171875,red,LR,ANTM
457,2007-09-12,1952.949951171875,red,LR,ANTM
458,2007-09-13,1952.949951171875,red,LR,ANTM
459,2007-09-14,1952.949951171875,red,LR,ANTM
460,2007-09-17,1952.949951171875,red,LR,ANTM
461,2007-09-18,2057.93994140625,red,LR,ANTM
462,2007-09-19,2225.93994140625,red,LR,ANTM
463,2007-09-20,2267.93994140625,red,LR,ANTM
464,2007-09-21,2309.93994140625,red,LR,ANTM
465,2007-09-24,2372.929931640625,red,LR,ANTM
466,2007-09-25,2372.929931640625,red,LR,ANTM
467,2007-09-26,2351.93994140625,red,LR,ANTM
468,2007-09-27,2372.929931640625,red,LR,ANTM
469,2007-09-28,2330.93994140625,red,LR,ANTM
470,2007-10-01,2309.93994140625,red,LR,ANTM
471,2007-10-02,2288.93994140625,red,LR,ANTM
472,2007-10-03,2183.93994140625,red,LR,ANTM
473,2007-10-04,2204.93994140625,red,LR,ANTM
474,2007-10-05,2288.93994140625,red,LR,ANTM
475,2007-10-08,2330.93994140625,red,LR,ANTM
476,2007-10-09,2351.93994140625,red,LR,ANTM
477,2007-10-10,2393.929931640625,red,LR,ANTM
478,2007-10-11,2624.929931640625,red,LR,ANTM
479,2007-10-17,2876.919921875,red,LR,ANTM
480,2007-10-18,2687.929931640625,red,LR,ANTM
481,2007-10-19,2729.919921875,red,LR,ANTM
482,2007-10-22,2519.929931640625,red,LR,ANTM
483,2007-10-23,2750.919921875,red,LR,ANTM
484,2007-10-24,2708.929931640625,red,LR,ANTM
485,2007-10-25,2750.919921875,red,LR,ANTM
486,2007-10-26,2771.919921875,red,LR,ANTM
487,2007-10-29,2855.919921875,red,LR,ANTM
488,2007-10-30,2792.919921875,red,LR,ANTM
489,2007-10-31,2813.919921875,red,LR,ANTM
490,2007-11-01,3044.919921875,red,LR,ANTM
491,2007-11-02,3065.919921875,red,LR,ANTM
492,2007-11-05,2981.919921875,red,LR,ANTM
493,2007-11-06,3086.919921875,red,LR,ANTM
494,2007-11-07,3254.909912109375,red,LR,ANTM
495,2007-11-08,3401.909912109375,red,LR,ANTM
496,2007-11-09,3758.89990234375,red,LR,ANTM
497,2007-11-12,3800.89990234375,red,LR,ANTM
498,2007-11-13,3548.89990234375,red,LR,ANTM
499,2007-11-14,3527.89990234375,red,LR,ANTM
500,2007-11-15,3653.89990234375,red,LR,ANTM
501,2007-11-16,3569.89990234375,red,LR,ANTM
502,2007-11-19,3548.89990234375,red,LR,ANTM
503,2007-11-20,3716.89990234375,red,LR,ANTM
504,2007-11-21,3737.89990234375,red,LR,ANTM
505,2007-11-22,3653.89990234375,red,LR,ANTM
506,2007-11-23,3905.889892578125,red,LR,ANTM
507,2007-11-26,4199.8798828125,red,LR,ANTM
508,2007-11-27,4115.89013671875,red,LR,ANTM
509,2007-11-28,4241.8798828125,red,LR,ANTM
510,2007-11-29,4031.889892578125,red,LR,ANTM
511,2007-11-30,3926.889892578125,red,LR,ANTM
512,2007-12-03,3884.889892578125,red,LR,ANTM
513,2007-12-04,3842.889892578125,red,LR,ANTM
514,2007-12-05,3695.89990234375,red,LR,ANTM
515,2007-12-06,3905.889892578125,red,LR,ANTM
516,2007-12-07,3758.89990234375,red,LR,ANTM
517,2007-12-10,3758.89990234375,red,LR,ANTM
