Datecadangan,Predictions,warna
2008-02-25,6362.136067042127,blue
2008-02-26,6364.3400921146385,blue
2008-02-27,6366.544117187383,blue
2008-02-28,6368.748142259894,blue
2008-02-29,6370.952167332638,blue
2008-03-03,6377.564242550405,blue
2008-03-04,6379.768267623149,blue
2008-03-05,6381.97229269566,blue
2008-03-06,6384.176317768404,blue
2008-03-10,6392.992418058915,blue
2008-03-11,6395.196443131659,blue
2008-03-12,6397.4004682041705,blue
2008-03-13,6399.604493276915,blue
2008-03-14,6401.808518349426,blue
2008-03-17,6408.420593567425,blue
2008-03-18,6410.624618639937,blue
2008-03-19,6412.828643712681,blue
2008-03-24,6423.848769075703,blue
2008-03-25,6426.052794148447,blue
2008-03-26,6428.256819220958,blue
2008-03-27,6430.460844293702,blue
2008-03-28,6432.6648693664465,blue
2008-03-31,6439.276944584213,blue
2008-04-01,6441.480969656957,blue
2008-04-02,6443.684994729469,blue
2008-04-03,6445.889019802213,blue
2008-04-04,6448.093044874724,blue
2008-04-07,6454.7051200927235,blue
2008-04-08,6456.909145165235,blue
2008-04-09,6459.113170237979,blue
2008-04-10,6461.31719531049,blue
2008-04-11,6463.521220383234,blue
2008-04-14,6470.133295601234,blue
2008-04-15,6472.337320673745,blue
2008-04-16,6474.541345746489,blue
2008-04-17,6476.7453708190005,blue
2008-04-18,6478.949395891745,blue
2008-04-21,6485.561471109511,blue
2008-04-22,6487.765496182255,blue
2008-04-23,6489.969521254767,blue
2008-04-24,6492.173546327511,blue
2008-04-25,6494.377571400022,blue
2008-04-28,6500.989646618022,blue
2008-04-29,6503.193671690766,blue
2008-04-30,6505.397696763277,blue
2008-05-05,6516.417822126532,blue
2008-05-06,6518.621847199043,blue
2008-05-07,6520.825872271787,blue
2008-05-08,6523.029897344299,blue
2008-05-09,6525.233922417043,blue
2008-05-12,6531.8459976348095,blue
2008-05-13,6534.050022707554,blue
2008-05-14,6536.254047780065,blue
2008-05-15,6538.458072852809,blue
2008-05-16,6540.662097925553,blue
2008-05-21,6551.682223288575,blue
2008-05-22,6553.886248361319,blue
2008-05-23,6556.090273433831,blue
2008-05-26,6562.70234865183,blue
2008-05-27,6564.906373724341,blue
2008-05-28,6567.1103987970855,blue
2008-05-29,6569.314423869597,blue
2008-05-30,6571.518448942341,blue
2008-06-02,6578.13052416034,blue
2008-06-03,6580.334549232852,blue
2008-06-04,6582.538574305596,blue
2008-06-05,6584.742599378107,blue
2008-06-06,6586.946624450851,blue
2008-06-09,6593.558699668618,blue
2008-06-10,6595.762724741362,blue
2008-06-11,6597.966749813873,blue
2008-06-12,6600.170774886617,blue
2008-06-13,6602.374799959129,blue
2008-06-16,6608.986875177128,blue
2008-06-17,6611.190900249872,blue
2008-06-18,6613.394925322384,blue
2008-06-19,6615.598950395128,blue
2008-06-20,6617.802975467639,blue
2008-06-23,6624.415050685639,blue
2008-06-24,6626.61907575815,blue
2008-06-25,6628.823100830894,blue
2008-06-26,6631.027125903405,blue
2008-06-27,6633.231150976149,blue
2008-06-30,6639.843226193916,blue
2008-07-01,6642.04725126666,blue
2008-07-02,6644.251276339171,blue
2008-07-03,6646.455301411916,blue
2008-07-04,6648.65932648466,blue
2008-07-07,6655.271401702426,blue
2008-07-08,6657.4754267751705,blue
2008-07-09,6659.679451847682,blue
2008-07-10,6661.883476920426,blue
2008-07-11,6664.087501992937,blue
2008-07-14,6670.699577210937,blue
2008-07-15,6672.903602283448,blue
2008-07-16,6675.107627356192,blue
2008-07-17,6677.311652428703,blue
2008-07-18,6679.5156775014475,blue
2008-07-21,6686.127752719447,blue
2008-07-22,6688.331777791958,blue
2008-07-23,6690.535802864702,blue
2008-07-24,6692.739827937214,blue
2008-07-25,6694.943853009958,blue
2008-07-28,6701.5559282277245,blue
2008-07-29,6703.759953300469,blue
2008-07-31,6708.168003445724,blue
2008-08-01,6710.372028518235,blue
2008-08-04,6716.984103736235,blue
2008-08-05,6719.188128808979,blue
2008-08-06,6721.39215388149,blue
2008-08-07,6723.596178954234,blue
2008-08-08,6725.800204026746,blue
2008-08-11,6732.412279244745,blue
2008-08-12,6734.616304317256,blue
2008-08-13,6736.820329390001,blue
2008-08-14,6739.024354462512,blue
2008-08-15,6741.228379535256,blue
2008-08-19,6750.044479825767,blue
2008-08-20,6752.248504898278,blue
2008-08-21,6754.452529971022,blue
2008-08-22,6756.656555043766,blue
2008-08-25,6763.268630261533,blue
2008-08-26,6765.472655334277,blue
2008-08-27,6767.676680406788,blue
2008-08-28,6769.8807054795325,blue
2008-08-29,6772.084730552044,blue
2008-09-01,6778.696805770043,blue
2008-09-02,6780.900830842555,blue
2008-09-03,6783.104855915299,blue
2008-09-04,6785.30888098781,blue
2008-09-05,6787.512906060554,blue
2008-09-08,6794.124981278554,blue
2008-09-09,6796.329006351065,blue
2008-09-10,6798.533031423809,blue
2008-09-11,6800.73705649632,blue
2008-09-12,6802.941081569064,blue
2008-09-15,6809.553156786831,blue
2008-09-16,6811.757181859575,blue
2008-09-17,6813.9612069320865,blue
2008-09-18,6816.165232004831,blue
2008-09-19,6818.369257077342,blue
2008-09-22,6824.981332295341,blue
2008-09-23,6827.1853573680855,blue
2008-09-24,6829.389382440597,blue
2008-09-25,6831.593407513341,blue
2008-09-26,6833.797432585852,blue
2008-10-06,6855.837683312129,blue
2008-10-07,6858.041708384873,blue
2008-10-08,6860.245733457385,blue
2008-10-13,6871.26585882064,blue
2008-10-14,6873.469883893384,blue
2008-10-15,6875.673908965895,blue
2008-10-16,6877.877934038639,blue
2008-10-17,6880.08195911115,blue
2008-10-20,6886.69403432915,blue
2008-10-21,6888.898059401661,blue
2008-10-22,6891.102084474405,blue
2008-10-23,6893.306109546917,blue
2008-10-24,6895.510134619661,blue
2008-10-27,6902.12220983766,blue
2008-10-28,6904.3262349101715,blue
2008-10-29,6906.530259982916,blue
2008-10-30,6908.734285055427,blue
2008-10-31,6910.938310128171,blue
2008-11-03,6917.550385345938,blue
2008-11-04,6919.754410418682,blue
2008-11-05,6921.958435491193,blue
2008-11-06,6924.162460563937,blue
2008-11-07,6926.3664856364485,blue
2008-11-10,6932.978560854448,blue
2008-11-11,6935.182585927192,blue
2008-11-12,6937.386610999703,blue
2008-11-13,6939.5906360724475,blue
2008-11-14,6941.794661144959,blue
2008-11-17,6948.406736362958,blue
2008-11-18,6950.61076143547,blue
2008-11-19,6952.814786508214,blue
2008-11-20,6955.018811580725,blue
2008-11-21,6957.222836653469,blue
2008-11-24,6963.834911871236,blue
2008-11-25,6966.03893694398,blue
2008-11-26,6968.242962016491,blue
2008-11-27,6970.446987089235,blue
2008-11-28,6972.651012161979,blue
2008-12-01,6979.263087379746,blue
2008-12-02,6981.46711245249,blue
2008-12-03,6983.6711375250015,blue
2008-12-04,6985.875162597746,blue
2008-12-05,6988.079187670257,blue
2008-12-09,6996.895287960768,blue
2008-12-10,6999.099313033512,blue
2008-12-11,7001.303338106023,blue
2008-12-12,7003.507363178767,blue
2008-12-15,7010.119438396767,blue
2008-12-16,7012.323463469278,blue
2008-12-17,7014.527488542022,blue
2008-12-18,7016.7315136145335,blue
2008-12-19,7018.935538687278,blue
2008-12-22,7025.547613905044,blue
2008-12-23,7027.751638977788,blue
2008-12-24,7029.9556640503,blue
2008-12-30,7043.179814486299,blue
2009-01-05,7056.403964922065,blue
2009-01-06,7058.607989994576,blue
2009-01-07,7060.81201506732,blue
2009-01-08,7063.016040139832,blue
2009-01-09,7065.220065212576,blue
2009-01-12,7071.832140430342,blue
2009-01-13,7074.0361655030865,blue
2009-01-14,7076.240190575598,blue
2009-01-15,7078.444215648342,blue
2009-01-16,7080.648240721086,blue
2009-01-19,7087.260315938853,blue
2009-01-20,7089.464341011597,blue
2009-01-21,7091.668366084108,blue
2009-01-22,7093.872391156852,blue
2009-01-23,7096.0764162293635,blue
2009-01-27,7104.892516519874,blue
2009-01-28,7107.096541592618,blue
2009-01-29,7109.30056666513,blue
2009-01-30,7111.504591737874,blue
2009-02-02,7118.116666955873,blue
2009-02-03,7120.320692028385,blue
2009-02-04,7122.524717101129,blue
2009-02-05,7124.72874217364,blue
2009-02-06,7126.932767246384,blue
2009-02-09,7133.544842464151,blue
2009-02-10,7135.748867536895,blue
2009-02-11,7137.952892609406,blue
2009-02-12,7140.15691768215,blue
2009-02-13,7142.360942754662,blue
2009-02-16,7148.973017972661,blue
2009-02-17,7151.177043045405,blue
2009-02-18,7153.381068117917,blue
2009-02-19,7155.585093190661,blue
2009-02-20,7157.789118263172,blue
2009-02-23,7164.4011934811715,blue
2009-02-24,7166.605218553683,blue
2009-02-25,7168.809243626427,blue
2009-02-26,7171.013268698938,blue
2009-02-27,7173.217293771682,blue
2009-03-02,7179.829368989449,blue
2009-03-03,7182.033394062193,blue
2009-03-04,7184.237419134704,blue
2009-03-05,7186.4414442074485,blue
2009-03-06,7188.645469280193,blue
2009-03-10,7197.461569570703,blue
2009-03-11,7199.665594643215,blue
2009-03-12,7201.869619715959,blue
2009-03-13,7204.07364478847,blue
2009-03-16,7210.68572000647,blue
2009-03-17,7212.889745078981,blue
2009-03-18,7215.093770151725,blue
2009-03-19,7217.297795224236,blue
2009-03-20,7219.50182029698,blue
2009-03-23,7226.11389551498,blue
2009-03-24,7228.317920587491,blue
2009-03-25,7230.521945660235,blue
2009-03-27,7234.929995805491,blue
2009-03-30,7241.542071023257,blue
2009-03-31,7243.746096096002,blue
2009-04-01,7245.950121168513,blue
2009-04-02,7248.154146241257,blue
2009-04-03,7250.358171313768,blue
2009-04-06,7256.970246531768,blue
2009-04-07,7259.174271604512,blue
2009-04-08,7261.378296677023,blue
2009-04-13,7272.398422040278,blue
2009-04-14,7274.602447112789,blue
2009-04-15,7276.8064721855335,blue
2009-04-16,7279.010497258045,blue
2009-04-17,7281.214522330789,blue
2009-04-20,7287.826597548556,blue
2009-04-22,7292.234647693811,blue
2009-04-23,7294.438672766555,blue
2009-04-24,7296.642697839299,blue
2009-04-27,7303.254773057066,blue
2009-04-28,7305.45879812981,blue
2009-04-29,7307.662823202321,blue
2009-04-30,7309.866848275065,blue
2009-05-01,7312.070873347577,blue
2009-05-04,7318.682948565576,blue
2009-05-05,7320.8869736380875,blue
2009-05-06,7323.090998710832,blue
2009-05-07,7325.295023783343,blue
2009-05-08,7327.499048856087,blue
2009-05-11,7334.111124074087,blue
2009-05-12,7336.315149146598,blue
2009-05-13,7338.519174219342,blue
2009-05-14,7340.723199291853,blue
2009-05-15,7342.927224364597,blue
2009-05-18,7349.539299582364,blue
2009-05-19,7351.743324655108,blue
2009-05-20,7353.947349727619,blue
2009-05-22,7358.355399872875,blue
2009-05-25,7364.967475090874,blue
2009-05-26,7367.1715001636185,blue
2009-05-27,7369.37552523613,blue
2009-05-28,7371.579550308874,blue
2009-05-29,7373.783575381385,blue
2009-06-01,7380.395650599385,blue
2009-06-02,7382.599675671896,blue
2009-06-03,7384.80370074464,blue
2009-06-04,7387.007725817151,blue
2009-06-05,7389.2117508898955,blue
2009-06-08,7395.823826107662,blue
2009-06-09,7398.027851180406,blue
2009-06-10,7400.231876252918,blue
2009-06-11,7402.435901325662,blue
2009-06-12,7404.639926398406,blue
2009-06-15,7411.2520016161725,blue
2009-06-16,7413.456026688917,blue
2009-06-17,7415.660051761428,blue
2009-06-18,7417.864076834172,blue
2009-06-19,7420.068101906683,blue
2009-06-22,7426.680177124683,blue
2009-06-23,7428.884202197194,blue
2009-06-24,7431.088227269938,blue
2009-06-25,7433.2922523424495,blue
2009-06-26,7435.496277415194,blue
2009-06-29,7442.108352633193,blue
2009-06-30,7444.312377705704,blue
2009-07-01,7446.5164027784485,blue
2009-07-02,7448.72042785096,blue
2009-07-03,7450.924452923704,blue
2009-07-06,7457.536528141471,blue
2009-07-07,7459.740553214215,blue
2009-07-09,7464.14860335947,blue
2009-07-10,7466.352628431981,blue
2009-07-13,7472.964703649981,blue
2009-07-14,7475.168728722725,blue
2009-07-15,7477.372753795236,blue
2009-07-16,7479.5767788679805,blue
2009-07-17,7481.780803940492,blue
2009-07-21,7490.596904231003,blue
2009-07-22,7492.800929303747,blue
2009-07-23,7495.004954376258,blue
2009-07-24,7497.208979449002,blue
2009-07-27,7503.821054666769,blue
2009-07-28,7506.025079739513,blue
2009-07-29,7508.229104812024,blue
2009-07-30,7510.433129884768,blue
2009-07-31,7512.637154957512,blue
2009-08-03,7519.249230175279,blue
2009-08-04,7521.453255248023,blue
2009-08-05,7523.6572803205345,blue
2009-08-06,7525.861305393279,blue
2009-08-07,7528.06533046579,blue
2009-08-10,7534.677405683789,blue
2009-08-11,7536.881430756301,blue
2009-08-12,7539.085455829045,blue
2009-08-13,7541.289480901556,blue
2009-08-14,7543.4935059743,blue
2009-08-18,7552.309606264811,blue
2009-08-19,7554.513631337555,blue
2009-08-20,7556.717656410066,blue
2009-08-21,7558.9216814828105,blue
2009-08-24,7565.533756700577,blue
2009-08-25,7567.737781773321,blue
2009-08-26,7569.941806845833,blue
2009-08-27,7572.145831918577,blue
2009-08-28,7574.349856991088,blue
2009-08-31,7580.9619322090875,blue
2009-09-01,7583.165957281832,blue
2009-09-02,7585.369982354343,blue
2009-09-03,7587.574007427087,blue
2009-09-04,7589.778032499598,blue
2009-09-07,7596.390107717598,blue
2009-09-08,7598.594132790109,blue
2009-09-09,7600.798157862853,blue
2009-09-10,7603.0021829353645,blue
2009-09-11,7605.206208008109,blue
2009-09-14,7611.818283225875,blue
2009-09-15,7614.0223082986195,blue
2009-09-16,7616.226333371131,blue
2009-09-17,7618.430358443875,blue
2009-09-24,7633.858533952385,blue
2009-09-25,7636.0625590248965,blue
2009-09-28,7642.674634242896,blue
2009-09-29,7644.878659315407,blue
2009-09-30,7647.082684388151,blue
2009-10-01,7649.286709460663,blue
2009-10-02,7651.490734533407,blue
2009-10-05,7658.102809751406,blue
2009-10-06,7660.306834823918,blue
2009-10-07,7662.510859896662,blue
2009-10-08,7664.714884969173,blue
2009-10-09,7666.918910041917,blue
2009-10-12,7673.530985259684,blue
2009-10-13,7675.735010332428,blue
2009-10-14,7677.939035404939,blue
2009-10-15,7680.143060477683,blue
2009-10-16,7682.347085550195,blue
2009-10-19,7688.959160768194,blue
2009-10-20,7691.163185840938,blue
2009-10-21,7693.3672109134495,blue
2009-10-22,7695.571235986194,blue
2009-10-23,7697.775261058705,blue
2009-10-26,7704.387336276704,blue
2009-10-27,7706.591361349216,blue
2009-10-28,7708.79538642196,blue
2009-10-29,7710.999411494471,blue
2009-10-30,7713.203436567215,blue
2009-11-02,7719.815511784982,blue
2009-11-03,7722.019536857726,blue
2009-11-04,7724.223561930237,blue
2009-11-05,7726.427587002981,blue
2009-11-06,7728.631612075726,blue
2009-11-09,7735.243687293492,blue
2009-11-10,7737.447712366236,blue
2009-11-11,7739.651737438748,blue
2009-11-12,7741.855762511492,blue
2009-11-13,7744.059787584003,blue
2009-11-16,7750.671862802003,blue
2009-11-17,7752.875887874514,blue
2009-11-18,7755.079912947258,blue
2009-11-19,7757.283938019769,blue
2009-11-20,7759.487963092513,blue
2009-11-23,7766.100038310513,blue
2009-11-24,7768.304063383024,blue
2009-11-25,7770.508088455768,blue
2009-11-26,7772.71211352828,blue
2009-11-30,7781.52821381879,blue
2009-12-01,7783.7322388915345,blue
2009-12-02,7785.936263964046,blue
2009-12-03,7788.14028903679,blue
2009-12-04,7790.344314109301,blue
2009-12-07,7796.956389327301,blue
2009-12-08,7799.160414400045,blue
2009-12-09,7801.364439472556,blue
2009-12-10,7803.5684645453,blue
2009-12-11,7805.7724896178115,blue
2009-12-14,7812.384564835811,blue
2009-12-15,7814.588589908322,blue
2009-12-16,7816.792614981066,blue
2009-12-17,7818.996640053578,blue
2009-12-21,7827.8127403440885,blue
2009-12-22,7830.016765416833,blue
2009-12-23,7832.220790489344,blue
2009-12-28,7843.240915852599,blue
2009-12-29,7845.444940925343,blue
2009-12-30,7847.648965997854,blue
2010-01-04,7858.669091361109,blue
2010-01-05,7860.87311643362,blue
2010-01-06,7863.077141506365,blue
2010-01-07,7865.281166578876,blue
2010-01-08,7867.48519165162,blue
2010-01-11,7874.0972668696195,blue
2010-01-12,7876.301291942131,blue
2010-01-13,7878.505317014875,blue
2010-01-14,7880.709342087386,blue
2010-01-15,7882.91336716013,blue
2010-01-18,7889.525442377897,blue
2010-01-19,7891.729467450641,blue
2010-01-20,7893.933492523152,blue
2010-01-21,7896.1375175958965,blue
2010-01-22,7898.341542668408,blue
2010-01-25,7904.953617886407,blue
2010-01-26,7907.157642959151,blue
2010-01-27,7909.361668031663,blue
2010-01-28,7911.565693104407,blue
2010-01-29,7913.769718176918,blue
2010-02-01,7920.381793394918,blue
2010-02-02,7922.585818467429,blue
2010-02-03,7924.789843540173,blue
2010-02-04,7926.993868612684,blue
2010-02-05,7929.197893685428,blue
2010-02-08,7935.809968903195,blue
2010-02-09,7938.013993975939,blue
2010-02-10,7940.2180190484505,blue
2010-02-11,7942.422044121195,blue
2010-02-12,7944.626069193939,blue
2010-02-15,7951.238144411705,blue
2010-02-16,7953.44216948445,blue
2010-02-17,7955.646194556961,blue
2010-02-18,7957.850219629705,blue
2010-02-19,7960.054244702216,blue
2010-02-22,7966.666319920216,blue
2010-02-23,7968.870344992727,blue
2010-02-24,7971.074370065471,blue
2010-02-25,7973.278395137982,blue
2010-03-01,7982.094495428726,blue
2010-03-02,7984.298520501237,blue
2010-03-03,7986.5025455739815,blue
2010-03-04,7988.706570646493,blue
2010-03-05,7990.910595719237,blue
2010-03-08,7997.522670937004,blue
2010-03-09,7999.726696009748,blue
2010-03-10,8001.930721082259,blue
2010-03-11,8004.134746155003,blue
2010-03-12,8006.338771227514,blue
2010-03-15,8012.950846445514,blue
2010-03-17,8017.358896590769,blue
2010-03-18,8019.562921663513,blue
2010-03-19,8021.766946736025,blue
2010-03-22,8028.379021954024,blue
2010-03-23,8030.5830470265355,blue
2010-03-24,8032.78707209928,blue
2010-03-25,8034.991097171791,blue
2010-03-26,8037.195122244535,blue
2010-03-29,8043.807197462302,blue
2010-03-30,8046.011222535046,blue
2010-03-31,8048.215247607557,blue
2010-04-01,8050.419272680301,blue
2010-04-05,8059.235372970812,blue
2010-04-06,8061.439398043556,blue
2010-04-07,8063.643423116067,blue
2010-04-08,8065.8474481888115,blue
2010-04-09,8068.051473261323,blue
2010-04-12,8074.663548479322,blue
2010-04-13,8076.867573551834,blue
2010-04-14,8079.071598624578,blue
2010-04-15,8081.275623697089,blue
2010-04-16,8083.479648769833,blue
